,Flybydate,Flybytime,Duration,Max El,Start Az,Start Az Compass,MaxAz,Max Dir,End Az,End Dir,Mag,End Az Compass,Start Dir
0,"Thursday, 03 June 2021",01:47 AM,"[580, 350, 645, 440, 195, 535, 300, 630, 395, 500, 600, 355, 465, 575, 540]","[87.59, 35.83, 86.46, 48.16, 13.06, 62.53, 18.72, 76.65, 25.99, 35.53, 47.83, 12.93, 18.57, 25.81, 12.84]","[276.77, 283.84, 272.8, 283.34, 278.66, 282.09, 281.72, 279.92, 283.09, 283.82, 283.4, 278.73, 281.56, 283.1, 278.65]",,"[173.61, 206.13, 359.95, 202.24, 222.2, 194.48, 217.25, 191.11, 212.71, 209.38, 203.86, 222.59, 216.56, 212.94, 222.4]","['S', 'SSW', 'N', 'SSW', 'SW', 'S', 'SW', 'S', 'SW', 'SSW', 'SSW', 'SW', 'SW', 'SW', 'SW']","[99.69, 131.66, 93.7, 122.64, 164.32, 114.3, 152.45, 106.66, 141.95, 132.05, 122.86, 164.61, 152.88, 142.13, 164.66]",,"[-2.4, -1.3, -2.4, -1.8, 0.3, -2.1, -0.3, -2.3, -0.8, -1.3, -1.8, 0.1, -0.3, -0.8, 0.1]","['E', 'SE', 'E', 'SE', 'SSE', 'ESE', 'SSE', 'ESE', 'SE', 'SE', 'SE', 'SSE', 'SSE', 'SE', 'SSE']","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']"
